"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.2972","modelo_XGBoosting - dart",0.91919,0.08081,0.96117,0.92391,0.86916,0.92553,"detalle_1",2,5,"moviles212"
"resumen_metricas1075","modelo_XGBoosting - gbtree",0.88131,0.11869,0.92079,0.87879,0.84615,0.88043,"detalle_1",3,1,"moviles212"
"resumen_metricas.11073","modelo_XGBoosting - gblinear",0.74242,0.25758,0.9604,0.59596,0.5,0.93478,"detalle_1",3,1,"moviles212"
"resumen_metricas.21072","modelo_XGBoosting - dart",0.88131,0.11869,0.92079,0.87879,0.84615,0.88043,"detalle_1",3,1,"moviles212"
"resumen_metricas11105","modelo_XGBoosting - gbtree",0.89394,0.10606,0.90909,0.90588,0.86275,0.9,"detalle_1",3,2,"moviles212"
"resumen_metricas.111103","modelo_XGBoosting - gblinear",0.75,0.25,0.92929,0.63529,0.54902,0.86364,"detalle_1",3,2,"moviles212"
"resumen_metricas.211102","modelo_XGBoosting - dart",0.89394,0.10606,0.90909,0.90588,0.86275,0.9,"detalle_1",3,2,"moviles212"
"resumen_metricas1275","modelo_XGBoosting - gbtree",0.92677,0.07323,0.97872,0.90265,0.90217,0.92784,"detalle_1",3,3,"moviles212"
"resumen_metricas.11273","modelo_XGBoosting - gblinear",0.75505,0.24495,0.96809,0.67257,0.47826,0.90722,"detalle_1",3,3,"moviles212"
"resumen_metricas.21272","modelo_XGBoosting - dart",0.92677,0.07323,0.97872,0.90265,0.90217,0.92784,"detalle_1",3,3,"moviles212"
"resumen_metricas1375","modelo_XGBoosting - gbtree",0.91162,0.08838,0.95413,0.86458,0.875,0.94737,"detalle_1",3,4,"moviles212"
"resumen_metricas.11373","modelo_XGBoosting - gblinear",0.76768,0.23232,0.9633,0.63542,0.55208,0.89474,"detalle_1",3,4,"moviles212"
"resumen_metricas.21372","modelo_XGBoosting - dart",0.91162,0.08838,0.95413,0.86458,0.875,0.94737,"detalle_1",3,4,"moviles212"
"resumen_metricas1475","modelo_XGBoosting - gbtree",0.90404,0.09596,0.93548,0.89216,0.90196,0.88889,"detalle_1",3,5,"moviles212"
"resumen_metricas.11473","modelo_XGBoosting - gblinear",0.69697,0.30303,0.89247,0.59804,0.39216,0.92929,"detalle_1",3,5,"moviles212"
"resumen_metricas.21472","modelo_XGBoosting - dart",0.90404,0.09596,0.93548,0.89216,0.90196,0.88889,"detalle_1",3,5,"moviles212"
"resumen_metricas305","modelo_XGBoosting - gbtree",0.89646,0.10354,0.93407,0.89362,0.84821,0.91919,"detalle_1",1,1,"moviles221"
"resumen_metricas.1303","modelo_XGBoosting - gblinear",0.91162,0.08838,0.97802,0.91489,0.77679,1,"detalle_1",1,1,"moviles221"
"resumen_metricas.2302","modelo_XGBoosting - dart",0.89646,0.10354,0.93407,0.89362,0.84821,0.91919,"detalle_1",1,1,"moviles221"
"resumen_metricas1285","modelo_XGBoosting - gbtree",0.91919,0.08081,0.94068,0.90722,0.87097,0.95455,"detalle_1",1,2,"moviles221"
"resumen_metricas.11283","modelo_XGBoosting - gblinear",0.93434,0.06566,0.98305,0.8866,0.86022,1,"detalle_1",1,2,"moviles221"
"resumen_metricas.21282","modelo_XGBoosting - dart",0.91919,0.08081,0.94068,0.90722,0.87097,0.95455,"detalle_1",1,2,"moviles221"
"resumen_metricas2117","modelo_XGBoosting - gbtree",0.91414,0.08586,0.92157,0.89815,0.88636,0.94898,"detalle_1",1,3,"moviles221"
"resumen_metricas.12113","modelo_XGBoosting - gblinear",0.91667,0.08333,0.9902,0.81481,0.86364,1,"detalle_1",1,3,"moviles221"
"resumen_metricas.22112","modelo_XGBoosting - dart",0.91414,0.08586,0.92157,0.89815,0.88636,0.94898,"detalle_1",1,3,"moviles221"
"resumen_metricas385","modelo_XGBoosting - gbtree",0.91414,0.08586,0.97895,0.93333,0.91346,0.84112,"detalle_1",1,4,"moviles221"
"resumen_metricas.1383","modelo_XGBoosting - gblinear",0.92929,0.07071,0.98947,0.84444,0.88462,0.99065,"detalle_1",1,4,"moviles221"
"resumen_metricas.2382","modelo_XGBoosting - dart",0.91414,0.08586,0.97895,0.93333,0.91346,0.84112,"detalle_1",1,4,"moviles221"
"resumen_metricas485","modelo_XGBoosting - gbtree",0.90404,0.09596,0.96667,0.86792,0.88889,0.90099,"detalle_1",1,5,"moviles221"
"resumen_metricas.1483","modelo_XGBoosting - gblinear",0.91667,0.08333,0.98889,0.83962,0.84848,1,"detalle_1",1,5,"moviles221"
"resumen_metricas.2482","modelo_XGBoosting - dart",0.90404,0.09596,0.96667,0.86792,0.88889,0.90099,"detalle_1",1,5,"moviles221"
"resumen_metricas585","modelo_XGBoosting - gbtree",0.87374,0.12626,0.91667,0.90426,0.74561,0.95652,"detalle_1",2,1,"moviles221"
"resumen_metricas.1583","modelo_XGBoosting - gblinear",0.88889,0.11111,1,0.84043,0.75439,0.98913,"detalle_1",2,1,"moviles221"
"resumen_metricas.2582","modelo_XGBoosting - dart",0.87374,0.12626,0.91667,0.90426,0.74561,0.95652,"detalle_1",2,1,"moviles221"
"resumen_metricas685","modelo_XGBoosting - gbtree",0.92677,0.07323,0.95098,0.86111,0.93814,0.96629,"detalle_1",2,2,"moviles221"
"resumen_metricas.1683","modelo_XGBoosting - gblinear",0.92677,0.07323,1,0.80556,0.91753,1,"detalle_1",2,2,"moviles221"
"resumen_metricas.2682","modelo_XGBoosting - dart",0.92677,0.07323,0.95098,0.86111,0.93814,0.96629,"detalle_1",2,2,"moviles221"
"resumen_metricas785","modelo_XGBoosting - gbtree",0.91667,0.08333,0.99091,0.8835,0.92135,0.8617,"detalle_1",2,3,"moviles221"
"resumen_metricas.1783","modelo_XGBoosting - gblinear",0.92424,0.07576,0.99091,0.86408,0.8427,0.98936,"detalle_1",2,3,"moviles221"
"resumen_metricas.2782","modelo_XGBoosting - dart",0.91667,0.08333,0.99091,0.8835,0.92135,0.8617,"detalle_1",2,3,"moviles221"
"resumen_metricas885","modelo_XGBoosting - gbtree",0.90404,0.09596,0.92135,0.8617,0.92632,0.90678,"detalle_1",2,4,"moviles221"
"resumen_metricas.1883","modelo_XGBoosting - gblinear",0.92172,0.07828,1,0.79787,0.90526,0.97458,"detalle_1",2,4,"moviles221"
"resumen_metricas.2882","modelo_XGBoosting - dart",0.90404,0.09596,0.92135,0.8617,0.92632,0.90678,"detalle_1",2,4,"moviles221"
"resumen_metricas985","modelo_XGBoosting - gbtree",0.91667,0.08333,0.94949,0.9375,0.85149,0.93,"detalle_1",2,5,"moviles221"
"resumen_metricas.1983","modelo_XGBoosting - gblinear",0.93939,0.06061,0.9899,0.92708,0.84158,1,"detalle_1",2,5,"moviles221"
"resumen_metricas.2982","modelo_XGBoosting - dart",0.91667,0.08333,0.94949,0.9375,0.85149,0.93,"detalle_1",2,5,"moviles221"
"resumen_metricas1085","modelo_XGBoosting - gbtree",0.90909,0.09091,0.98947,0.89796,0.8617,0.88991,"detalle_1",3,1,"moviles221"
"resumen_metricas.11083","modelo_XGBoosting - gblinear",0.92424,0.07576,0.98947,0.87755,0.82979,0.99083,"detalle_1",3,1,"moviles221"
"resumen_metricas.21082","modelo_XGBoosting - dart",0.90909,0.09091,0.98947,0.89796,0.8617,0.88991,"detalle_1",3,1,"moviles221"
"resumen_metricas11117","modelo_XGBoosting - gbtree",0.89899,0.10101,0.95918,0.87255,0.86139,0.90526,"detalle_1",3,2,"moviles221"
"resumen_metricas.111113","modelo_XGBoosting - gblinear",0.92172,0.07828,1,0.80392,0.91089,0.97895,"detalle_1",3,2,"moviles221"
"resumen_metricas.211112","modelo_XGBoosting - dart",0.89899,0.10101,0.95918,0.87255,0.86139,0.90526,"detalle_1",3,2,"moviles221"
"resumen_metricas1295","modelo_XGBoosting - gbtree",0.91667,0.08333,0.92793,0.86957,0.90291,0.96667,"detalle_1",3,3,"moviles221"
"resumen_metricas.11293","modelo_XGBoosting - gblinear",0.91414,0.08586,0.96396,0.88043,0.81553,1,"detalle_1",3,3,"moviles221"
"resumen_metricas.21292","modelo_XGBoosting - dart",0.91667,0.08333,0.92793,0.86957,0.90291,0.96667,"detalle_1",3,3,"moviles221"
"resumen_metricas1385","modelo_XGBoosting - gbtree",0.90404,0.09596,0.96,0.87963,0.85567,0.92308,"detalle_1",3,4,"moviles221"
"resumen_metricas.11383","modelo_XGBoosting - gblinear",0.94444,0.05556,0.99,0.90741,0.8866,1,"detalle_1",3,4,"moviles221"
"resumen_metricas.21382","modelo_XGBoosting - dart",0.90404,0.09596,0.96,0.87963,0.85567,0.92308,"detalle_1",3,4,"moviles221"
"resumen_metricas1485","modelo_XGBoosting - gbtree",0.90657,0.09343,0.94565,0.90526,0.86139,0.91667,"detalle_1",3,5,"moviles221"
"resumen_metricas.11483","modelo_XGBoosting - gblinear",0.90657,0.09343,0.97826,0.87368,0.78218,0.99074,"detalle_1",3,5,"moviles221"
"resumen_metricas.21482","modelo_XGBoosting - dart",0.90657,0.09343,0.94565,0.90526,0.86139,0.91667,"detalle_1",3,5,"moviles221"
"resumen_metricas395","modelo_XGBoosting - gbtree",0.90404,0.09596,0.93182,0.90566,0.8617,0.91667,"detalle_1",1,1,"moviles222"
"resumen_metricas.1393","modelo_XGBoosting - gblinear",0.90152,0.09848,0.96591,0.83962,0.84043,0.96296,"detalle_1",1,1,"moviles222"
"resumen_metricas.2392","modelo_XGBoosting - dart",0.90404,0.09596,0.93182,0.90566,0.8617,0.91667,"detalle_1",1,1,"moviles222"
"resumen_metricas1305","modelo_XGBoosting - gbtree",0.93434,0.06566,0.98095,0.93617,0.88785,0.93333,"detalle_1",1,2,"moviles222"
"resumen_metricas.11303","modelo_XGBoosting - gblinear",0.91414,0.08586,0.97143,0.89362,0.83178,0.96667,"detalle_1",1,2,"moviles222"
"resumen_metricas.21302","modelo_XGBoosting - dart",0.93434,0.06566,0.98095,0.93617,0.88785,0.93333,"detalle_1",1,2,"moviles222"
"resumen_metricas2125","modelo_XGBoosting - gbtree",0.93434,0.06566,0.95495,0.90196,0.93333,0.94624,"detalle_1",1,3,"moviles222"
"resumen_metricas.12123","modelo_XGBoosting - gblinear",0.93939,0.06061,0.95495,0.89216,0.92222,0.98925,"detalle_1",1,3,"moviles222"
"resumen_metricas.22122","modelo_XGBoosting - dart",0.93434,0.06566,0.95495,0.90196,0.93333,0.94624,"detalle_1",1,3,"moviles222"
"resumen_metricas3105","modelo_XGBoosting - gbtree",0.89141,0.10859,0.91589,0.87234,0.86598,0.90816,"detalle_1",1,4,"moviles222"
"resumen_metricas.13103","modelo_XGBoosting - gblinear",0.90657,0.09343,0.94393,0.87234,0.86598,0.93878,"detalle_1",1,4,"moviles222"
"resumen_metricas.23102","modelo_XGBoosting - dart",0.89141,0.10859,0.91589,0.87234,0.86598,0.90816,"detalle_1",1,4,"moviles222"
"resumen_metricas495","modelo_XGBoosting - gbtree",0.89141,0.10859,0.94118,0.88889,0.78704,0.96154,"detalle_1",1,5,"moviles222"
"resumen_metricas.1493","modelo_XGBoosting - gblinear",0.89141,0.10859,0.97647,0.84848,0.75926,1,"detalle_1",1,5,"moviles222"
"resumen_metricas.2492","modelo_XGBoosting - dart",0.89141,0.10859,0.94118,0.88889,0.78704,0.96154,"detalle_1",1,5,"moviles222"
"resumen_metricas595","modelo_XGBoosting - gbtree",0.91414,0.08586,0.94898,0.89474,0.90217,0.91304,"detalle_1",2,1,"moviles222"
"resumen_metricas.1593","modelo_XGBoosting - gblinear",0.91162,0.08838,0.94898,0.85088,0.86957,0.98913,"detalle_1",2,1,"moviles222"
"resumen_metricas.2592","modelo_XGBoosting - dart",0.91414,0.08586,0.94898,0.89474,0.90217,0.91304,"detalle_1",2,1,"moviles222"
"resumen_metricas695","modelo_XGBoosting - gbtree",0.89646,0.10354,0.91579,0.87629,0.87755,0.91509,"detalle_1",2,2,"moviles222"
"resumen_metricas.1693","modelo_XGBoosting - gblinear",0.91667,0.08333,0.97895,0.86598,0.86735,0.95283,"detalle_1",2,2,"moviles222"
"resumen_metricas.2692","modelo_XGBoosting - dart",0.89646,0.10354,0.91579,0.87629,0.87755,0.91509,"detalle_1",2,2,"moviles222"
"resumen_metricas795","modelo_XGBoosting - gbtree",0.89141,0.10859,0.93137,0.91954,0.76636,0.96,"detalle_1",2,3,"moviles222"
"resumen_metricas.1793","modelo_XGBoosting - gblinear",0.90909,0.09091,0.94118,0.90805,0.81308,0.98,"detalle_1",2,3,"moviles222"
"resumen_metricas.2792","modelo_XGBoosting - dart",0.89141,0.10859,0.93137,0.91954,0.76636,0.96,"detalle_1",2,3,"moviles222"
"resumen_metricas895","modelo_XGBoosting - gbtree",0.92929,0.07071,0.95918,0.92453,0.95349,0.88679,"detalle_1",2,4,"moviles222"
"resumen_metricas.1893","modelo_XGBoosting - gblinear",0.92929,0.07071,0.9898,0.86792,0.89535,0.96226,"detalle_1",2,4,"moviles222"
"resumen_metricas.2892","modelo_XGBoosting - dart",0.92929,0.07071,0.95918,0.92453,0.95349,0.88679,"detalle_1",2,4,"moviles222"
"resumen_metricas995","modelo_XGBoosting - gbtree",0.91919,0.08081,0.97087,0.89011,0.86726,0.95506,"detalle_1",2,5,"moviles222"
"resumen_metricas.1993","modelo_XGBoosting - gblinear",0.91919,0.08081,0.97087,0.93407,0.83186,0.95506,"detalle_1",2,5,"moviles222"
"resumen_metricas.2992","modelo_XGBoosting - dart",0.91919,0.08081,0.97087,0.89011,0.86726,0.95506,"detalle_1",2,5,"moviles222"
"resumen_metricas1095","modelo_XGBoosting - gbtree",0.92677,0.07323,0.97196,0.94118,0.86408,0.93069,"detalle_1",3,1,"moviles222"
"resumen_metricas.11093","modelo_XGBoosting - gblinear",0.91162,0.08838,0.91589,0.87059,0.86408,0.9901,"detalle_1",3,1,"moviles222"
"resumen_metricas.21092","modelo_XGBoosting - dart",0.92677,0.07323,0.97196,0.94118,0.86408,0.93069,"detalle_1",3,1,"moviles222"
"resumen_metricas11125","modelo_XGBoosting - gbtree",0.90404,0.09596,0.96522,0.85437,0.87629,0.91358,"detalle_1",3,2,"moviles222"
"resumen_metricas.111123","modelo_XGBoosting - gblinear",0.91919,0.08081,0.96522,0.8932,0.85567,0.96296,"detalle_1",3,2,"moviles222"
"resumen_metricas.211122","modelo_XGBoosting - dart",0.90404,0.09596,0.96522,0.85437,0.87629,0.91358,"detalle_1",3,2,"moviles222"
"resumen_metricas12105","modelo_XGBoosting - gbtree",0.92172,0.07828,0.93814,0.93069,0.86022,0.95238,"detalle_1",3,3,"moviles222"
"resumen_metricas.112103","modelo_XGBoosting - gblinear",0.93687,0.06313,0.96907,0.93069,0.88172,0.9619,"detalle_1",3,3,"moviles222"
"resumen_metricas.212102","modelo_XGBoosting - dart",0.92172,0.07828,0.93814,0.93069,0.86022,0.95238,"detalle_1",3,3,"moviles222"
"resumen_metricas1395","modelo_XGBoosting - gbtree",0.90657,0.09343,0.95556,0.90625,0.83486,0.94059,"detalle_1",3,4,"moviles222"
"resumen_metricas.11393","modelo_XGBoosting - gblinear",0.89394,0.10606,0.96667,0.83333,0.82569,0.9604,"detalle_1",3,4,"moviles222"
"resumen_metricas.21392","modelo_XGBoosting - dart",0.90657,0.09343,0.95556,0.90625,0.83486,0.94059,"detalle_1",3,4,"moviles222"
"resumen_metricas1495","modelo_XGBoosting - gbtree",0.89394,0.10606,0.93103,0.86364,0.88298,0.90476,"detalle_1",3,5,"moviles222"
"resumen_metricas.11493","modelo_XGBoosting - gblinear",0.92424,0.07576,0.97701,0.87273,0.88298,0.97143,"detalle_1",3,5,"moviles222"
"resumen_metricas.21492","modelo_XGBoosting - dart",0.89394,0.10606,0.93103,0.86364,0.88298,0.90476,"detalle_1",3,5,"moviles222"
"resumen_metricas405","modelo_XGBoosting - gbtree",0.90657,0.09343,0.92982,0.86957,0.87097,0.94845,"detalle_1",1,1,"moviles231"
"resumen_metricas.1403","modelo_XGBoosting - gblinear",0.69949,0.30051,0.85965,0.52174,0.50538,0.86598,"detalle_1",1,1,"moviles231"
"resumen_metricas.2402","modelo_XGBoosting - dart",0.90657,0.09343,0.92982,0.86957,0.87097,0.94845,"detalle_1",1,1,"moviles231"
"resumen_metricas1405","modelo_XGBoosting - gbtree",0.89646,0.10354,0.91837,0.89011,0.83333,0.95699,"detalle_1",1,2,"moviles231"
"resumen_metricas.11403","modelo_XGBoosting - gblinear",0.68687,0.31313,0.89796,0.61538,0.35965,0.93548,"detalle_1",1,2,"moviles231"
"resumen_metricas.21402","modelo_XGBoosting - dart",0.89646,0.10354,0.91837,0.89011,0.83333,0.95699,"detalle_1",1,2,"moviles231"
"resumen_metricas2135","modelo_XGBoosting - gbtree",0.90404,0.09596,0.96591,0.94118,0.82609,0.87629,"detalle_1",1,3,"moviles231"
"resumen_metricas.12133","modelo_XGBoosting - gblinear",0.66919,0.33081,0.89773,0.48739,0.43478,0.90722,"detalle_1",1,3,"moviles231"
"resumen_metricas.22132","modelo_XGBoosting - dart",0.90404,0.09596,0.96591,0.94118,0.82609,0.87629,"detalle_1",1,3,"moviles231"
"resumen_metricas3116","modelo_XGBoosting - gbtree",0.90404,0.09596,0.89474,0.87368,0.92079,0.92381,"detalle_1",1,4,"moviles231"
"resumen_metricas.13113","modelo_XGBoosting - gblinear",0.62879,0.37121,0.89474,0.48421,0.26733,0.86667,"detalle_1",1,4,"moviles231"
"resumen_metricas.23112","modelo_XGBoosting - dart",0.90404,0.09596,0.89474,0.87368,0.92079,0.92381,"detalle_1",1,4,"moviles231"
"resumen_metricas4105","modelo_XGBoosting - gbtree",0.92172,0.07828,0.9802,0.89796,0.89583,0.91089,"detalle_1",1,5,"moviles231"
"resumen_metricas.14103","modelo_XGBoosting - gblinear",0.71212,0.28788,0.9901,0.41837,0.51042,0.91089,"detalle_1",1,5,"moviles231"
"resumen_metricas.24102","modelo_XGBoosting - dart",0.92172,0.07828,0.9802,0.89796,0.89583,0.91089,"detalle_1",1,5,"moviles231"
"resumen_metricas5105","modelo_XGBoosting - gbtree",0.91919,0.08081,0.95556,0.86792,0.92079,0.93939,"detalle_1",2,1,"moviles231"
"resumen_metricas.15103","modelo_XGBoosting - gblinear",0.71465,0.28535,0.91111,0.57547,0.45545,0.94949,"detalle_1",2,1,"moviles231"
"resumen_metricas.25102","modelo_XGBoosting - dart",0.91919,0.08081,0.95556,0.86792,0.92079,0.93939,"detalle_1",2,1,"moviles231"
"resumen_metricas6105","modelo_XGBoosting - gbtree",0.89141,0.10859,0.95745,0.95745,0.74545,0.92857,"detalle_1",2,2,"moviles231"
"resumen_metricas.16103","modelo_XGBoosting - gblinear",0.67424,0.32576,0.93617,0.52128,0.38182,0.89796,"detalle_1",2,2,"moviles231"
"resumen_metricas.26102","modelo_XGBoosting - dart",0.89141,0.10859,0.95745,0.95745,0.74545,0.92857,"detalle_1",2,2,"moviles231"
"resumen_metricas7105","modelo_XGBoosting - gbtree",0.91667,0.08333,0.96154,0.91089,0.84091,0.94175,"detalle_1",2,3,"moviles231"
"resumen_metricas.17103","modelo_XGBoosting - gblinear",0.74495,0.25505,0.93269,0.53465,0.52273,0.95146,"detalle_1",2,3,"moviles231"
"resumen_metricas.27102","modelo_XGBoosting - dart",0.91667,0.08333,0.96154,0.91089,0.84091,0.94175,"detalle_1",2,3,"moviles231"
"resumen_metricas8105","modelo_XGBoosting - gbtree",0.90909,0.09091,0.9604,0.85106,0.90476,0.91667,"detalle_1",2,4,"moviles231"
"resumen_metricas.18103","modelo_XGBoosting - gblinear",0.66667,0.33333,0.91089,0.5,0.38095,0.88542,"detalle_1",2,4,"moviles231"
"resumen_metricas.28102","modelo_XGBoosting - dart",0.90909,0.09091,0.9604,0.85106,0.90476,0.91667,"detalle_1",2,4,"moviles231"
"resumen_metricas9105","modelo_XGBoosting - gbtree",0.93182,0.06818,0.95327,0.91,0.93478,0.92784,"detalle_1",2,5,"moviles231"
"resumen_metricas.19103","modelo_XGBoosting - gblinear",0.66919,0.33081,0.8785,0.49,0.41304,0.86598,"detalle_1",2,5,"moviles231"
"resumen_metricas.29102","modelo_XGBoosting - dart",0.93182,0.06818,0.95327,0.91,0.93478,0.92784,"detalle_1",2,5,"moviles231"
"resumen_metricas10105","modelo_XGBoosting - gbtree",0.90909,0.09091,0.96512,0.91753,0.87755,0.88696,"detalle_1",3,1,"moviles231"
"resumen_metricas.110103","modelo_XGBoosting - gblinear",0.70455,0.29545,0.9186,0.52577,0.5,0.86957,"detalle_1",3,1,"moviles231"
"resumen_metricas.210102","modelo_XGBoosting - dart",0.90909,0.09091,0.96512,0.91753,0.87755,0.88696,"detalle_1",3,1,"moviles231"
"resumen_metricas11135","modelo_XGBoosting - gbtree",0.89394,0.10606,0.95918,0.86842,0.82,0.94048,"detalle_1",3,2,"moviles231"
"resumen_metricas.111133","modelo_XGBoosting - gblinear",0.64141,0.35859,0.92857,0.35965,0.46,0.90476,"detalle_1",3,2,"moviles231"
"resumen_metricas.211132","modelo_XGBoosting - dart",0.89394,0.10606,0.95918,0.86842,0.82,0.94048,"detalle_1",3,2,"moviles231"
"resumen_metricas12116","modelo_XGBoosting - gbtree",0.89141,0.10859,0.90909,0.8764,0.87037,0.91,"detalle_1",3,3,"moviles231"
"resumen_metricas.112113","modelo_XGBoosting - gblinear",0.66162,0.33838,0.91919,0.52809,0.34259,0.87,"detalle_1",3,3,"moviles231"
"resumen_metricas.212112","modelo_XGBoosting - dart",0.89141,0.10859,0.90909,0.8764,0.87037,0.91,"detalle_1",3,3,"moviles231"
"resumen_metricas13105","modelo_XGBoosting - gbtree",0.93687,0.06313,0.94393,0.92079,0.90426,0.97872,"detalle_1",3,4,"moviles231"
"resumen_metricas.113103","modelo_XGBoosting - gblinear",0.69697,0.30303,0.88785,0.53465,0.42553,0.92553,"detalle_1",3,4,"moviles231"
"resumen_metricas.213102","modelo_XGBoosting - dart",0.93687,0.06313,0.94393,0.92079,0.90426,0.97872,"detalle_1",3,4,"moviles231"
"resumen_metricas14105","modelo_XGBoosting - gbtree",0.92677,0.07323,0.9434,0.91489,0.90625,0.94,"detalle_1",3,5,"moviles231"
"resumen_metricas.114103","modelo_XGBoosting - gblinear",0.72727,0.27273,0.92453,0.60638,0.42708,0.92,"detalle_1",3,5,"moviles231"
"resumen_metricas.214102","modelo_XGBoosting - dart",0.92677,0.07323,0.9434,0.91489,0.90625,0.94,"detalle_1",3,5,"moviles231"
"resumen_metricas505","modelo_XGBoosting - gbtree",0.91414,0.08586,0.92708,0.93103,0.86992,0.94444,"detalle_1",1,1,"moviles232"
"resumen_metricas.1503","modelo_XGBoosting - gblinear",0.71212,0.28788,0.95833,0.63218,0.41463,0.93333,"detalle_1",1,1,"moviles232"
"resumen_metricas.2502","modelo_XGBoosting - dart",0.91414,0.08586,0.92708,0.93103,0.86992,0.94444,"detalle_1",1,1,"moviles232"
"resumen_metricas1505","modelo_XGBoosting - gbtree",0.90152,0.09848,0.97959,0.86047,0.82716,0.94318,"detalle_1",1,2,"moviles232"
"resumen_metricas.11503","modelo_XGBoosting - gblinear",0.69949,0.30051,0.96939,0.52713,0.4321,0.89773,"detalle_1",1,2,"moviles232"
"resumen_metricas.21502","modelo_XGBoosting - dart",0.90152,0.09848,0.97959,0.86047,0.82716,0.94318,"detalle_1",1,2,"moviles232"
"resumen_metricas2145","modelo_XGBoosting - gbtree",0.91414,0.08586,0.9619,0.88235,0.875,0.93137,"detalle_1",1,3,"moviles232"
"resumen_metricas.12143","modelo_XGBoosting - gblinear",0.70707,0.29293,0.87619,0.65882,0.40385,0.88235,"detalle_1",1,3,"moviles232"
"resumen_metricas.22142","modelo_XGBoosting - dart",0.91414,0.08586,0.9619,0.88235,0.875,0.93137,"detalle_1",1,3,"moviles232"
"resumen_metricas3125","modelo_XGBoosting - gbtree",0.91919,0.08081,0.94444,0.88889,0.88764,0.94915,"detalle_1",1,4,"moviles232"
"resumen_metricas.13123","modelo_XGBoosting - gblinear",0.80303,0.19697,0.95556,0.68687,0.66292,0.88983,"detalle_1",1,4,"moviles232"
"resumen_metricas.23122","modelo_XGBoosting - dart",0.91919,0.08081,0.94444,0.88889,0.88764,0.94915,"detalle_1",1,4,"moviles232"
"resumen_metricas4115","modelo_XGBoosting - gbtree",0.89899,0.10101,0.92523,0.90526,0.85859,0.90526,"detalle_1",1,5,"moviles232"
"resumen_metricas.14113","modelo_XGBoosting - gblinear",0.72727,0.27273,0.91589,0.52632,0.52525,0.92632,"detalle_1",1,5,"moviles232"
"resumen_metricas.24112","modelo_XGBoosting - dart",0.89899,0.10101,0.92523,0.90526,0.85859,0.90526,"detalle_1",1,5,"moviles232"
"resumen_metricas5115","modelo_XGBoosting - gbtree",0.90657,0.09343,0.95699,0.87719,0.88043,0.91753,"detalle_1",2,1,"moviles232"
"resumen_metricas.15113","modelo_XGBoosting - gblinear",0.69697,0.30303,0.94624,0.55263,0.44565,0.86598,"detalle_1",2,1,"moviles232"
"resumen_metricas.25112","modelo_XGBoosting - dart",0.90657,0.09343,0.95699,0.87719,0.88043,0.91753,"detalle_1",2,1,"moviles232"
"resumen_metricas6115","modelo_XGBoosting - gbtree",0.88889,0.11111,0.91753,0.88043,0.84615,0.90517,"detalle_1",2,2,"moviles232"
"resumen_metricas.16113","modelo_XGBoosting - gblinear",0.7197,0.2803,0.89691,0.51087,0.50549,0.90517,"detalle_1",2,2,"moviles232"
"resumen_metricas.26112","modelo_XGBoosting - dart",0.88889,0.11111,0.91753,0.88043,0.84615,0.90517,"detalle_1",2,2,"moviles232"
"resumen_metricas7115","modelo_XGBoosting - gbtree",0.91414,0.08586,0.93043,0.92708,0.86316,0.93333,"detalle_1",2,3,"moviles232"
"resumen_metricas.17113","modelo_XGBoosting - gblinear",0.73737,0.26263,0.93913,0.59375,0.49474,0.88889,"detalle_1",2,3,"moviles232"
"resumen_metricas.27112","modelo_XGBoosting - dart",0.91414,0.08586,0.93043,0.92708,0.86316,0.93333,"detalle_1",2,3,"moviles232"
"resumen_metricas8115","modelo_XGBoosting - gbtree",0.91414,0.08586,0.95699,0.91089,0.87037,0.92553,"detalle_1",2,4,"moviles232"
"resumen_metricas.18113","modelo_XGBoosting - gblinear",0.72475,0.27525,0.93548,0.63366,0.48148,0.89362,"detalle_1",2,4,"moviles232"
"resumen_metricas.28112","modelo_XGBoosting - dart",0.91414,0.08586,0.95699,0.91089,0.87037,0.92553,"detalle_1",2,4,"moviles232"
"resumen_metricas9115","modelo_XGBoosting - gbtree",0.89899,0.10101,0.95918,0.90217,0.82727,0.91667,"detalle_1",2,5,"moviles232"
"resumen_metricas.19113","modelo_XGBoosting - gblinear",0.73737,0.26263,0.9898,0.59783,0.44545,0.94792,"detalle_1",2,5,"moviles232"
"resumen_metricas.29112","modelo_XGBoosting - dart",0.89899,0.10101,0.95918,0.90217,0.82727,0.91667,"detalle_1",2,5,"moviles232"
"resumen_metricas10115","modelo_XGBoosting - gbtree",0.91414,0.08586,0.96341,0.90909,0.87879,0.91429,"detalle_1",3,1,"moviles232"
"resumen_metricas.110113","modelo_XGBoosting - gblinear",0.7399,0.2601,0.96341,0.58182,0.57576,0.88571,"detalle_1",3,1,"moviles232"
"resumen_metricas.210112","modelo_XGBoosting - dart",0.91414,0.08586,0.96341,0.90909,0.87879,0.91429,"detalle_1",3,1,"moviles232"
"resumen_metricas11145","modelo_XGBoosting - gbtree",0.91162,0.08838,0.94231,0.8913,0.86538,0.94792,"detalle_1",3,2,"moviles232"
"resumen_metricas.111143","modelo_XGBoosting - gblinear",0.72222,0.27778,0.93269,0.6087,0.38462,0.96875,"detalle_1",3,2,"moviles232"
