"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.11215","modelo_knn - triangular",0.665,0.335,0.72174,0.58621,0.59434,0.75,"k = 39",3,3,"moviles111"
"resumen_metricas.21213","modelo_knn - epanechnikov",0.665,0.335,0.71304,0.5977,0.59434,0.75,"k = 40",3,3,"moviles111"
"resumen_metricas.31213","modelo_knn - biweight",0.635,0.365,0.68696,0.56322,0.54717,0.73913,"k = 40",3,3,"moviles111"
"resumen_metricas.412","modelo_knn - triweight",0.61,0.39,0.68696,0.52874,0.4717,0.75,"k = 40",3,3,"moviles111"
"resumen_metricas.512","modelo_knn - cos",0.6675,0.3325,0.72174,0.58621,0.60377,0.75,"k = 39",3,3,"moviles111"
"resumen_metricas.612","modelo_knn - inv",0.6925,0.3075,0.73913,0.5977,0.63208,0.79348,"k = 39",3,3,"moviles111"
"resumen_metricas.712","modelo_knn - gaussian",0.705,0.295,0.74783,0.63218,0.63208,0.80435,"k = 40",3,3,"moviles111"
"resumen_metricas.812","modelo_knn - optimal",0.6625,0.3375,0.73043,0.57471,0.58491,0.75,"k = 38",3,3,"moviles111"
"resumen_metricas1330","modelo_knn - rectangular",0.6825,0.3175,0.83178,0.54639,0.54455,0.8,"k = 39",3,4,"moviles111"
"resumen_metricas.11314","modelo_knn - triangular",0.6875,0.3125,0.84112,0.53608,0.56436,0.8,"k = 40",3,4,"moviles111"
"resumen_metricas.21312","modelo_knn - epanechnikov",0.685,0.315,0.83178,0.52577,0.57426,0.8,"k = 34",3,4,"moviles111"
"resumen_metricas.31312","modelo_knn - biweight",0.6875,0.3125,0.83178,0.54639,0.55446,0.81053,"k = 40",3,4,"moviles111"
"resumen_metricas.413","modelo_knn - triweight",0.67,0.33,0.81308,0.54639,0.51485,0.8,"k = 40",3,4,"moviles111"
"resumen_metricas.513","modelo_knn - cos",0.685,0.315,0.85047,0.52577,0.55446,0.8,"k = 40",3,4,"moviles111"
"resumen_metricas.613","modelo_knn - inv",0.69,0.31,0.82243,0.5567,0.56436,0.81053,"k = 39",3,4,"moviles111"
"resumen_metricas.713","modelo_knn - gaussian",0.7075,0.2925,0.86916,0.57732,0.55446,0.82105,"k = 40",3,4,"moviles111"
"resumen_metricas.813","modelo_knn - optimal",0.69,0.31,0.85981,0.53608,0.55446,0.8,"k = 35",3,4,"moviles111"
"resumen_metricas1430","modelo_knn - rectangular",0.66,0.34,0.75789,0.58416,0.66,0.64423,"k = 40",3,5,"moviles111"
"resumen_metricas.11414","modelo_knn - triangular",0.6525,0.3475,0.75789,0.56436,0.62,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.21412","modelo_knn - epanechnikov",0.65,0.35,0.73684,0.56436,0.63,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.31412","modelo_knn - biweight",0.6325,0.3675,0.74737,0.50495,0.61,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.414","modelo_knn - triweight",0.6175,0.3825,0.73684,0.51485,0.54,0.68269,"k = 40",3,5,"moviles111"
"resumen_metricas.514","modelo_knn - cos",0.65,0.35,0.74737,0.56436,0.62,0.67308,"k = 40",3,5,"moviles111"
"resumen_metricas.614","modelo_knn - inv",0.665,0.335,0.76842,0.60396,0.66,0.63462,"k = 40",3,5,"moviles111"
"resumen_metricas.714","modelo_knn - gaussian",0.67,0.33,0.75789,0.60396,0.67,0.65385,"k = 40",3,5,"moviles111"
"resumen_metricas.814","modelo_knn - optimal",0.6475,0.3525,0.74737,0.54455,0.62,0.68269,"k = 40",3,5,"moviles111"
"resumen_metricas1513","modelo_knn - rectangular",0.6625,0.3375,0.79412,0.46154,0.6701,0.73196,"k = 39",1,1,"moviles112"
"resumen_metricas.1154","modelo_knn - triangular",0.63,0.37,0.69608,0.48077,0.62887,0.72165,"k = 40",1,1,"moviles112"
"resumen_metricas.2152","modelo_knn - epanechnikov",0.64,0.36,0.71569,0.48077,0.61856,0.75258,"k = 40",1,1,"moviles112"
"resumen_metricas.3152","modelo_knn - biweight",0.59,0.41,0.70588,0.45192,0.54639,0.65979,"k = 40",1,1,"moviles112"
"resumen_metricas.415","modelo_knn - triweight",0.5375,0.4625,0.68627,0.42308,0.45361,0.58763,"k = 37",1,1,"moviles112"
"resumen_metricas.515","modelo_knn - cos",0.635,0.365,0.70588,0.48077,0.62887,0.73196,"k = 40",1,1,"moviles112"
"resumen_metricas.615","modelo_knn - inv",0.6675,0.3325,0.80392,0.46154,0.6701,0.74227,"k = 39",1,1,"moviles112"
"resumen_metricas.715","modelo_knn - gaussian",0.6575,0.3425,0.78431,0.47115,0.62887,0.75258,"k = 39",1,1,"moviles112"
"resumen_metricas.815","modelo_knn - optimal",0.6225,0.3775,0.71569,0.45192,0.59794,0.73196,"k = 40",1,1,"moviles112"
"resumen_metricas1611","modelo_knn - rectangular",0.6225,0.3775,0.76471,0.51961,0.56701,0.63636,"k = 33",1,2,"moviles112"
"resumen_metricas.1162","modelo_knn - triangular",0.6025,0.3975,0.77451,0.4902,0.52577,0.61616,"k = 40",1,2,"moviles112"
"resumen_metricas.2161","modelo_knn - epanechnikov",0.605,0.395,0.77451,0.5,0.51546,0.62626,"k = 40",1,2,"moviles112"
"resumen_metricas.3161","modelo_knn - biweight",0.595,0.405,0.76471,0.46078,0.53608,0.61616,"k = 35",1,2,"moviles112"
"resumen_metricas.416","modelo_knn - triweight",0.55,0.45,0.66667,0.46078,0.52577,0.54545,"k = 40",1,2,"moviles112"
"resumen_metricas.516","modelo_knn - cos",0.6025,0.3975,0.77451,0.4902,0.52577,0.61616,"k = 40",1,2,"moviles112"
"resumen_metricas.616","modelo_knn - inv",0.61,0.39,0.7549,0.5,0.54639,0.63636,"k = 33",1,2,"moviles112"
"resumen_metricas.716","modelo_knn - gaussian",0.61,0.39,0.78431,0.5098,0.53608,0.60606,"k = 37",1,2,"moviles112"
"resumen_metricas.816","modelo_knn - optimal",0.61,0.39,0.80392,0.5,0.51546,0.61616,"k = 40",1,2,"moviles112"
"resumen_metricas2128","modelo_knn - rectangular",0.6575,0.3425,0.79412,0.5,0.63208,0.70652,"k = 34",1,3,"moviles112"
"resumen_metricas.1218","modelo_knn - triangular",0.6375,0.3625,0.7549,0.39,0.66038,0.75,"k = 40",1,3,"moviles112"
"resumen_metricas.2216","modelo_knn - epanechnikov",0.6375,0.3625,0.7549,0.39,0.66038,0.75,"k = 40",1,3,"moviles112"
"resumen_metricas.3216","modelo_knn - biweight",0.58,0.42,0.69608,0.4,0.51887,0.71739,"k = 40",1,3,"moviles112"
"resumen_metricas.421","modelo_knn - triweight",0.52,0.48,0.62745,0.4,0.46226,0.59783,"k = 40",1,3,"moviles112"
"resumen_metricas.521","modelo_knn - cos",0.635,0.365,0.7549,0.38,0.66981,0.73913,"k = 40",1,3,"moviles112"
"resumen_metricas.621","modelo_knn - inv",0.68,0.32,0.81373,0.51,0.66981,0.72826,"k = 34",1,3,"moviles112"
"resumen_metricas.721","modelo_knn - gaussian",0.655,0.345,0.78431,0.4,0.66981,0.77174,"k = 33",1,3,"moviles112"
"resumen_metricas.821","modelo_knn - optimal",0.62,0.38,0.7549,0.37,0.61321,0.75,"k = 38",1,3,"moviles112"
"resumen_metricas3120","modelo_knn - rectangular",0.6175,0.3825,0.72917,0.57303,0.55882,0.61062,"k = 40",1,4,"moviles112"
"resumen_metricas.1316","modelo_knn - triangular",0.6275,0.3725,0.63542,0.7191,0.4902,0.67257,"k = 40",1,4,"moviles112"
"resumen_metricas.2314","modelo_knn - epanechnikov",0.6225,0.3775,0.625,0.70787,0.4902,0.67257,"k = 40",1,4,"moviles112"
"resumen_metricas.3314","modelo_knn - biweight",0.5725,0.4275,0.58333,0.61798,0.42157,0.66372,"k = 40",1,4,"moviles112"
"resumen_metricas.431","modelo_knn - triweight",0.5275,0.4725,0.5625,0.52809,0.37255,0.63717,"k = 39",1,4,"moviles112"
"resumen_metricas.531","modelo_knn - cos",0.6275,0.3725,0.625,0.7191,0.4902,0.68142,"k = 38",1,4,"moviles112"
"resumen_metricas.631","modelo_knn - inv",0.6325,0.3675,0.71875,0.62921,0.54902,0.63717,"k = 40",1,4,"moviles112"
"resumen_metricas.731","modelo_knn - gaussian",0.6425,0.3575,0.72917,0.65169,0.55882,0.63717,"k = 40",1,4,"moviles112"
"resumen_metricas.831","modelo_knn - optimal",0.61,0.39,0.625,0.67416,0.5,0.64602,"k = 39",1,4,"moviles112"
"resumen_metricas4120","modelo_knn - rectangular",0.6325,0.3675,0.7449,0.45714,0.57143,0.76768,"k = 38",1,5,"moviles112"
"resumen_metricas.1415","modelo_knn - triangular",0.575,0.425,0.7449,0.33333,0.47959,0.75758,"k = 39",1,5,"moviles112"
"resumen_metricas.2413","modelo_knn - epanechnikov",0.5825,0.4175,0.7449,0.35238,0.4898,0.75758,"k = 39",1,5,"moviles112"
"resumen_metricas.3413","modelo_knn - biweight",0.5675,0.4325,0.77551,0.37143,0.46939,0.66667,"k = 40",1,5,"moviles112"
"resumen_metricas.441","modelo_knn - triweight",0.5225,0.4775,0.67347,0.3619,0.44898,0.61616,"k = 39",1,5,"moviles112"
"resumen_metricas.541","modelo_knn - cos",0.58,0.42,0.7449,0.34286,0.4898,0.75758,"k = 39",1,5,"moviles112"
"resumen_metricas.641","modelo_knn - inv",0.6375,0.3625,0.7551,0.44762,0.58163,0.77778,"k = 38",1,5,"moviles112"
"resumen_metricas.741","modelo_knn - gaussian",0.5975,0.4025,0.71429,0.37143,0.56122,0.75758,"k = 40",1,5,"moviles112"
"resumen_metricas.841","modelo_knn - optimal",0.5725,0.4275,0.73469,0.3619,0.44898,0.75758,"k = 40",1,5,"moviles112"
"resumen_metricas5120","modelo_knn - rectangular",0.635,0.365,0.77358,0.45161,0.55789,0.72642,"k = 40",2,1,"moviles112"
"resumen_metricas.1515","modelo_knn - triangular",0.575,0.425,0.71698,0.39785,0.43158,0.71698,"k = 40",2,1,"moviles112"
"resumen_metricas.2513","modelo_knn - epanechnikov",0.575,0.425,0.70755,0.3871,0.46316,0.70755,"k = 40",2,1,"moviles112"
"resumen_metricas.3513","modelo_knn - biweight",0.545,0.455,0.68868,0.36559,0.41053,0.67925,"k = 40",2,1,"moviles112"
"resumen_metricas.451","modelo_knn - triweight",0.515,0.485,0.66981,0.34409,0.38947,0.62264,"k = 40",2,1,"moviles112"
"resumen_metricas.551","modelo_knn - cos",0.575,0.425,0.71698,0.39785,0.43158,0.71698,"k = 40",2,1,"moviles112"
"resumen_metricas.651","modelo_knn - inv",0.6275,0.3725,0.76415,0.44086,0.54737,0.72642,"k = 38",2,1,"moviles112"
"resumen_metricas.751","modelo_knn - gaussian",0.6125,0.3875,0.72642,0.43011,0.51579,0.74528,"k = 38",2,1,"moviles112"
"resumen_metricas.851","modelo_knn - optimal",0.59,0.41,0.71698,0.41935,0.46316,0.72642,"k = 40",2,1,"moviles112"
"resumen_metricas6120","modelo_knn - rectangular",0.6275,0.3725,0.7551,0.48598,0.59048,0.7,"k = 38",2,2,"moviles112"
"resumen_metricas.1615","modelo_knn - triangular",0.615,0.385,0.69388,0.52336,0.6,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas.2613","modelo_knn - epanechnikov",0.615,0.385,0.70408,0.51402,0.6,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas.3613","modelo_knn - biweight",0.545,0.455,0.60204,0.46729,0.53333,0.58889,"k = 39",2,2,"moviles112"
"resumen_metricas.461","modelo_knn - triweight",0.5125,0.4875,0.55102,0.43925,0.50476,0.56667,"k = 40",2,2,"moviles112"
"resumen_metricas.561","modelo_knn - cos",0.615,0.385,0.70408,0.51402,0.6,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas.661","modelo_knn - inv",0.6425,0.3575,0.7449,0.51402,0.62857,0.7,"k = 38",2,2,"moviles112"
"resumen_metricas.761","modelo_knn - gaussian",0.6325,0.3675,0.71429,0.51402,0.60952,0.71111,"k = 40",2,2,"moviles112"
"resumen_metricas.861","modelo_knn - optimal",0.6125,0.3875,0.69388,0.52336,0.59048,0.65556,"k = 39",2,2,"moviles112"
"resumen_metricas7120","modelo_knn - rectangular",0.6075,0.3925,0.76289,0.51579,0.54455,0.60748,"k = 26",2,3,"moviles112"
"resumen_metricas.1715","modelo_knn - triangular",0.5875,0.4125,0.70103,0.47368,0.49505,0.6729,"k = 40",2,3,"moviles112"
"resumen_metricas.2713","modelo_knn - epanechnikov",0.5925,0.4075,0.71134,0.46316,0.50495,0.68224,"k = 40",2,3,"moviles112"
"resumen_metricas.3713","modelo_knn - biweight",0.55,0.45,0.6701,0.42105,0.47525,0.62617,"k = 40",2,3,"moviles112"
"resumen_metricas.471","modelo_knn - triweight",0.5275,0.4725,0.65979,0.38947,0.44554,0.60748,"k = 40",2,3,"moviles112"
"resumen_metricas.571","modelo_knn - cos",0.585,0.415,0.70103,0.47368,0.49505,0.66355,"k = 40",2,3,"moviles112"
"resumen_metricas.671","modelo_knn - inv",0.6225,0.3775,0.78351,0.49474,0.58416,0.62617,"k = 35",2,3,"moviles112"
"resumen_metricas.771","modelo_knn - gaussian",0.615,0.385,0.76289,0.45263,0.59406,0.64486,"k = 40",2,3,"moviles112"
"resumen_metricas.871","modelo_knn - optimal",0.59,0.41,0.73196,0.44211,0.49505,0.68224,"k = 40",2,3,"moviles112"
"resumen_metricas8120","modelo_knn - rectangular",0.645,0.355,0.72222,0.46535,0.68085,0.71134,"k = 32",2,4,"moviles112"
"resumen_metricas.1815","modelo_knn - triangular",0.64,0.36,0.75,0.44554,0.62766,0.73196,"k = 39",2,4,"moviles112"
"resumen_metricas.2813","modelo_knn - epanechnikov",0.645,0.355,0.75926,0.44554,0.62766,0.74227,"k = 40",2,4,"moviles112"
"resumen_metricas.3813","modelo_knn - biweight",0.585,0.415,0.67593,0.42574,0.53191,0.70103,"k = 40",2,4,"moviles112"
"resumen_metricas.481","modelo_knn - triweight",0.56,0.44,0.63889,0.44554,0.46809,0.68041,"k = 40",2,4,"moviles112"
"resumen_metricas.581","modelo_knn - cos",0.64,0.36,0.75,0.44554,0.62766,0.73196,"k = 39",2,4,"moviles112"
"resumen_metricas.681","modelo_knn - inv",0.6525,0.3475,0.74074,0.45545,0.69149,0.72165,"k = 34",2,4,"moviles112"
"resumen_metricas.781","modelo_knn - gaussian",0.675,0.325,0.78704,0.45545,0.69149,0.76289,"k = 40",2,4,"moviles112"
"resumen_metricas.881","modelo_knn - optimal",0.635,0.365,0.77778,0.41584,0.60638,0.73196,"k = 40",2,4,"moviles112"
"resumen_metricas9120","modelo_knn - rectangular",0.595,0.405,0.78022,0.46154,0.49524,0.67,"k = 40",2,5,"moviles112"
"resumen_metricas.1915","modelo_knn - triangular",0.595,0.405,0.71429,0.48077,0.47619,0.73,"k = 39",2,5,"moviles112"
"resumen_metricas.2913","modelo_knn - epanechnikov",0.5975,0.4025,0.71429,0.49038,0.48571,0.72,"k = 40",2,5,"moviles112"
"resumen_metricas.3913","modelo_knn - biweight",0.5775,0.4225,0.64835,0.50962,0.44762,0.72,"k = 40",2,5,"moviles112"
"resumen_metricas.491","modelo_knn - triweight",0.565,0.435,0.63736,0.53846,0.42857,0.67,"k = 40",2,5,"moviles112"
"resumen_metricas.591","modelo_knn - cos",0.5975,0.4025,0.71429,0.48077,0.48571,0.73,"k = 39",2,5,"moviles112"
"resumen_metricas.691","modelo_knn - inv",0.59,0.41,0.78022,0.47115,0.46667,0.67,"k = 40",2,5,"moviles112"
"resumen_metricas.791","modelo_knn - gaussian",0.5875,0.4125,0.74725,0.48077,0.45714,0.69,"k = 40",2,5,"moviles112"
"resumen_metricas.891","modelo_knn - optimal",0.5825,0.4175,0.69231,0.49038,0.41905,0.75,"k = 40",2,5,"moviles112"
"resumen_metricas10120","modelo_knn - rectangular",0.6,0.4,0.69318,0.42708,0.51887,0.75455,"k = 38",3,1,"moviles112"
"resumen_metricas.11015","modelo_knn - triangular",0.61,0.39,0.75,0.51042,0.53774,0.65455,"k = 40",3,1,"moviles112"
"resumen_metricas.21013","modelo_knn - epanechnikov",0.6175,0.3825,0.76136,0.5,0.54717,0.67273,"k = 40",3,1,"moviles112"
"resumen_metricas.31013","modelo_knn - biweight",0.5925,0.4075,0.69318,0.55208,0.5,0.63636,"k = 39",3,1,"moviles112"
"resumen_metricas.4101","modelo_knn - triweight",0.565,0.435,0.68182,0.52083,0.45283,0.61818,"k = 39",3,1,"moviles112"
"resumen_metricas.5101","modelo_knn - cos",0.61,0.39,0.75,0.5,0.53774,0.66364,"k = 40",3,1,"moviles112"
"resumen_metricas.6101","modelo_knn - inv",0.625,0.375,0.76136,0.5,0.51887,0.72727,"k = 35",3,1,"moviles112"
"resumen_metricas.7101","modelo_knn - gaussian",0.6175,0.3825,0.72727,0.48958,0.5283,0.72727,"k = 34",3,1,"moviles112"
"resumen_metricas.8101","modelo_knn - optimal",0.6225,0.3775,0.75,0.54167,0.53774,0.67273,"k = 39",3,1,"moviles112"
"resumen_metricas11128","modelo_knn - rectangular",0.6475,0.3525,0.82178,0.5,0.59375,0.68041,"k = 36",3,2,"moviles112"
"resumen_metricas.11118","modelo_knn - triangular",0.6375,0.3625,0.80198,0.45283,0.58333,0.72165,"k = 40",3,2,"moviles112"
"resumen_metricas.21116","modelo_knn - epanechnikov",0.63,0.37,0.80198,0.43396,0.58333,0.71134,"k = 39",3,2,"moviles112"
"resumen_metricas.31116","modelo_knn - biweight",0.58,0.42,0.74257,0.38679,0.54167,0.65979,"k = 40",3,2,"moviles112"
"resumen_metricas.4111","modelo_knn - triweight",0.5275,0.4725,0.69307,0.35849,0.46875,0.59794,"k = 40",3,2,"moviles112"
"resumen_metricas.5111","modelo_knn - cos",0.6375,0.3625,0.80198,0.46226,0.58333,0.71134,"k = 40",3,2,"moviles112"
"resumen_metricas.6111","modelo_knn - inv",0.655,0.345,0.83168,0.49057,0.60417,0.70103,"k = 34",3,2,"moviles112"
"resumen_metricas.7111","modelo_knn - gaussian",0.665,0.335,0.83168,0.50943,0.625,0.70103,"k = 32",3,2,"moviles112"
"resumen_metricas.8111","modelo_knn - optimal",0.6225,0.3775,0.78218,0.45283,0.55208,0.71134,"k = 38",3,2,"moviles112"
"resumen_metricas12120","modelo_knn - rectangular",0.605,0.395,0.75556,0.46739,0.57009,0.63063,"k = 39",3,3,"moviles112"
"resumen_metricas.11216","modelo_knn - triangular",0.5775,0.4225,0.75556,0.3913,0.50467,0.65766,"k = 40",3,3,"moviles112"
"resumen_metricas.21214","modelo_knn - epanechnikov",0.58,0.42,0.75556,0.38043,0.51402,0.66667,"k = 39",3,3,"moviles112"
"resumen_metricas.31214","modelo_knn - biweight",0.5475,0.4525,0.74444,0.36957,0.49533,0.58559,"k = 39",3,3,"moviles112"
"resumen_metricas.4121","modelo_knn - triweight",0.5075,0.4925,0.68889,0.33696,0.43925,0.56757,"k = 40",3,3,"moviles112"
"resumen_metricas.5121","modelo_knn - cos",0.5775,0.4225,0.75556,0.3913,0.50467,0.65766,"k = 40",3,3,"moviles112"
"resumen_metricas.6121","modelo_knn - inv",0.6025,0.3975,0.75556,0.45652,0.56075,0.63964,"k = 39",3,3,"moviles112"
"resumen_metricas.7121","modelo_knn - gaussian",0.6,0.4,0.75556,0.43478,0.5514,0.65766,"k = 40",3,3,"moviles112"
"resumen_metricas.8121","modelo_knn - optimal",0.5775,0.4225,0.74444,0.41304,0.49533,0.65766,"k = 40",3,3,"moviles112"
"resumen_metricas13120","modelo_knn - rectangular",0.62,0.38,0.77778,0.47748,0.53535,0.71429,"k = 29",3,4,"moviles112"
"resumen_metricas.11315","modelo_knn - triangular",0.59,0.41,0.70707,0.43243,0.53535,0.71429,"k = 40",3,4,"moviles112"
"resumen_metricas.21313","modelo_knn - epanechnikov",0.585,0.415,0.69697,0.42342,0.53535,0.71429,"k = 39",3,4,"moviles112"
"resumen_metricas.31313","modelo_knn - biweight",0.535,0.465,0.65657,0.40541,0.49495,0.6044,"k = 40",3,4,"moviles112"
"resumen_metricas.4131","modelo_knn - triweight",0.4975,0.5025,0.60606,0.36937,0.47475,0.56044,"k = 40",3,4,"moviles112"
"resumen_metricas.5131","modelo_knn - cos",0.59,0.41,0.70707,0.42342,0.54545,0.71429,"k = 40",3,4,"moviles112"
"resumen_metricas.6131","modelo_knn - inv",0.6075,0.3925,0.79798,0.42342,0.57576,0.65934,"k = 40",3,4,"moviles112"
"resumen_metricas.7131","modelo_knn - gaussian",0.6225,0.3775,0.75758,0.43243,0.61616,0.71429,"k = 36",3,4,"moviles112"
"resumen_metricas.8131","modelo_knn - optimal",0.5925,0.4075,0.69697,0.43243,0.56566,0.7033,"k = 39",3,4,"moviles112"
"resumen_metricas14120","modelo_knn - rectangular",0.645,0.355,0.72951,0.53684,0.63043,0.65934,"k = 39",3,5,"moviles112"
"resumen_metricas.11415","modelo_knn - triangular",0.625,0.375,0.67213,0.53684,0.54348,0.73626,"k = 40",3,5,"moviles112"
"resumen_metricas.21413","modelo_knn - epanechnikov",0.62,0.38,0.67213,0.52632,0.54348,0.72527,"k = 38",3,5,"moviles112"
"resumen_metricas.31413","modelo_knn - biweight",0.5925,0.4075,0.69672,0.48421,0.51087,0.64835,"k = 37",3,5,"moviles112"
"resumen_metricas.4141","modelo_knn - triweight",0.57,0.43,0.68033,0.45263,0.48913,0.62637,"k = 40",3,5,"moviles112"
"resumen_metricas.5141","modelo_knn - cos",0.6225,0.3775,0.66393,0.53684,0.55435,0.72527,"k = 40",3,5,"moviles112"
"resumen_metricas.6141","modelo_knn - inv",0.6375,0.3625,0.71311,0.54737,0.6087,0.65934,"k = 38",3,5,"moviles112"
"resumen_metricas.7141","modelo_knn - gaussian",0.6425,0.3575,0.72131,0.52632,0.61957,0.68132,"k = 38",3,5,"moviles112"
"resumen_metricas.8141","modelo_knn - optimal",0.61,0.39,0.68033,0.51579,0.53261,0.69231,"k = 40",3,5,"moviles112"
"resumen_metricas179","modelo_knn - rectangular",0.6775,0.3225,0.82524,0.56522,0.55963,0.76042,"k = 39",1,1,"moviles121"
"resumen_metricas.1172","modelo_knn - triangular",0.685,0.315,0.81553,0.6087,0.54128,0.78125,"k = 40",1,1,"moviles121"
"resumen_metricas.2171","modelo_knn - epanechnikov",0.695,0.305,0.83495,0.61957,0.55046,0.78125,"k = 40",1,1,"moviles121"
"resumen_metricas.3171","modelo_knn - biweight",0.66,0.34,0.76699,0.59783,0.52294,0.76042,"k = 40",1,1,"moviles121"
"resumen_metricas.417","modelo_knn - triweight",0.64,0.36,0.71845,0.55435,0.55046,0.73958,"k = 40",1,1,"moviles121"
"resumen_metricas.517","modelo_knn - cos",0.6825,0.3175,0.81553,0.6087,0.54128,0.77083,"k = 40",1,1,"moviles121"
"resumen_metricas.617","modelo_knn - inv",0.69,0.31,0.85437,0.6087,0.54128,0.76042,"k = 39",1,1,"moviles121"
"resumen_metricas.717","modelo_knn - gaussian",0.695,0.305,0.83495,0.63043,0.55963,0.76042,"k = 36",1,1,"moviles121"
"resumen_metricas.817","modelo_knn - optimal",0.6875,0.3125,0.79612,0.6087,0.55963,0.79167,"k = 38",1,1,"moviles121"
"resumen_metricas188","modelo_knn - rectangular",0.64,0.36,0.6729,0.41818,0.74419,0.76289,"k = 34",1,2,"moviles121"
"resumen_metricas.1182","modelo_knn - triangular",0.6575,0.3425,0.6729,0.54545,0.63953,0.78351,"k = 40",1,2,"moviles121"
"resumen_metricas.2181","modelo_knn - epanechnikov",0.66,0.34,0.68224,0.52727,0.66279,0.78351,"k = 40",1,2,"moviles121"
"resumen_metricas.3181","modelo_knn - biweight",0.635,0.365,0.65421,0.49091,0.60465,0.80412,"k = 40",1,2,"moviles121"
"resumen_metricas.418","modelo_knn - triweight",0.635,0.365,0.6729,0.50909,0.5814,0.78351,"k = 40",1,2,"moviles121"
"resumen_metricas.518","modelo_knn - cos",0.6625,0.3375,0.68224,0.53636,0.65116,0.79381,"k = 40",1,2,"moviles121"
"resumen_metricas.618","modelo_knn - inv",0.655,0.345,0.6729,0.46364,0.72093,0.79381,"k = 35",1,2,"moviles121"
"resumen_metricas.718","modelo_knn - gaussian",0.6725,0.3275,0.68224,0.53636,0.69767,0.79381,"k = 36",1,2,"moviles121"
"resumen_metricas.818","modelo_knn - optimal",0.6625,0.3375,0.65421,0.54545,0.66279,0.80412,"k = 40",1,2,"moviles121"
"resumen_metricas2211","modelo_knn - rectangular",0.675,0.325,0.79412,0.48039,0.73034,0.70093,"k = 38",1,3,"moviles121"
"resumen_metricas.1222","modelo_knn - triangular",0.6725,0.3275,0.76471,0.45098,0.74157,0.73832,"k = 40",1,3,"moviles121"
"resumen_metricas.2221","modelo_knn - epanechnikov",0.675,0.325,0.77451,0.45098,0.74157,0.73832,"k = 40",1,3,"moviles121"
"resumen_metricas.3221","modelo_knn - biweight",0.675,0.325,0.76471,0.46078,0.70787,0.76636,"k = 39",1,3,"moviles121"
"resumen_metricas.422","modelo_knn - triweight",0.6425,0.3575,0.77451,0.41176,0.62921,0.74766,"k = 40",1,3,"moviles121"
"resumen_metricas.522","modelo_knn - cos",0.6725,0.3275,0.76471,0.45098,0.74157,0.73832,"k = 40",1,3,"moviles121"
"resumen_metricas.622","modelo_knn - inv",0.685,0.315,0.80392,0.4902,0.75281,0.70093,"k = 38",1,3,"moviles121"
"resumen_metricas.722","modelo_knn - gaussian",0.675,0.325,0.77451,0.46078,0.74157,0.72897,"k = 38",1,3,"moviles121"
"resumen_metricas.822","modelo_knn - optimal",0.6875,0.3125,0.78431,0.44118,0.77528,0.75701,"k = 40",1,3,"moviles121"
"resumen_metricas3210","modelo_knn - rectangular",0.66,0.34,0.8022,0.5,0.57018,0.79381,"k = 40",1,4,"moviles121"
"resumen_metricas.1322","modelo_knn - triangular",0.69,0.31,0.87912,0.57143,0.57895,0.76289,"k = 40",1,4,"moviles121"
"resumen_metricas.2321","modelo_knn - epanechnikov",0.685,0.315,0.85714,0.58163,0.57018,0.76289,"k = 40",1,4,"moviles121"
"resumen_metricas.3321","modelo_knn - biweight",0.6525,0.3475,0.84615,0.5102,0.55263,0.73196,"k = 39",1,4,"moviles121"
"resumen_metricas.432","modelo_knn - triweight",0.635,0.365,0.79121,0.53061,0.54386,0.70103,"k = 40",1,4,"moviles121"
"resumen_metricas.532","modelo_knn - cos",0.6875,0.3125,0.87912,0.57143,0.57018,0.76289,"k = 40",1,4,"moviles121"
"resumen_metricas.632","modelo_knn - inv",0.675,0.325,0.8022,0.5102,0.60526,0.80412,"k = 40",1,4,"moviles121"
"resumen_metricas.732","modelo_knn - gaussian",0.68,0.32,0.82418,0.57143,0.5614,0.79381,"k = 33",1,4,"moviles121"
"resumen_metricas.832","modelo_knn - optimal",0.6825,0.3175,0.87912,0.56122,0.57018,0.75258,"k = 40",1,4,"moviles121"
"resumen_metricas4210","modelo_knn - rectangular",0.6925,0.3075,0.79381,0.58163,0.68627,0.70874,"k = 39",1,5,"moviles121"
"resumen_metricas.1422","modelo_knn - triangular",0.7125,0.2875,0.78351,0.63265,0.67647,0.75728,"k = 39",1,5,"moviles121"
"resumen_metricas.2421","modelo_knn - epanechnikov",0.715,0.285,0.80412,0.62245,0.67647,0.75728,"k = 40",1,5,"moviles121"
"resumen_metricas.3421","modelo_knn - biweight",0.69,0.31,0.73196,0.61224,0.67647,0.73786,"k = 40",1,5,"moviles121"
"resumen_metricas.442","modelo_knn - triweight",0.64,0.36,0.68041,0.54082,0.62745,0.70874,"k = 40",1,5,"moviles121"
"resumen_metricas.542","modelo_knn - cos",0.7175,0.2825,0.79381,0.64286,0.67647,0.75728,"k = 39",1,5,"moviles121"
